# Generated by scripts/checkov-policy.py from Checkov 3.3.17 --list.
# Rule ID	Disposition	Reason	Upstream policy
CKV_AWS_343	enable	Portable security requirement.	Ensure Amazon Redshift clusters should have automatic snapshots enabled
CKV_AWS_344	exclude	Disposable environments and intentionally replaceable resources remain valid.	Ensure that Network firewalls have deletion protection enabled
CKV_AWS_345	exclude	Encryption does not require a particular key ownership model.	Ensure that Network firewall encryption is via a CMK
CKV_AWS_346	exclude	Encryption does not require a particular key ownership model.	Ensure Network Firewall Policy defines an encryption configuration that uses a customer managed Key (CMK)
CKV_AWS_347	exclude	Encryption does not require a particular key ownership model.	Ensure Neptune is encrypted by KMS using a customer managed Key (CMK)
CKV_AWS_348	enable	Portable security requirement.	Ensure IAM root user does not have Access keys
CKV_AWS_349	enable	Portable security requirement.	Ensure EMR Cluster security configuration encrypts local disks
CKV_AWS_35	exclude	Encryption does not require a particular key ownership model.	Ensure CloudTrail logs are encrypted at rest using KMS CMKs
CKV_AWS_350	enable	Portable security requirement.	Ensure EMR Cluster security configuration encrypts EBS disks
CKV_AWS_351	enable	Portable security requirement.	Ensure EMR Cluster security configuration encrypts InTransit
CKV_AWS_352	enable	Portable security requirement.	Ensure NACL ingress does not allow all Ports
CKV_AWS_353	enable	Portable security requirement.	Ensure that RDS instances have performance insights enabled
CKV_AWS_354	exclude	Encryption does not require a particular key ownership model.	Ensure RDS Performance Insights are encrypted using KMS CMKs
CKV_AWS_355	enable	Portable security requirement.	Ensure no IAM policies documents allow "*" as a statement's resource for restrictable actions
CKV_AWS_356	enable	Portable security requirement.	Ensure no IAM policies documents allow "*" as a statement's resource for restrictable actions
CKV_AWS_357	enable	Portable security requirement.	Ensure Transfer Server allows only secure protocols
CKV_AWS_358	enable	Portable security requirement.	Ensure AWS GitHub Actions OIDC authorization policies only allow safe claims and claim order
CKV_AWS_359	enable	Portable security requirement.	Neptune DB clusters should have IAM database authentication enabled
CKV_AWS_36	enable	Portable security requirement.	Ensure CloudTrail log file validation is enabled
CKV_AWS_360	exclude	Backup provisioning and retention depend on the data and deployment.	Ensure DocumentDB has an adequate backup retention period
CKV_AWS_361	enable	Portable security requirement.	Ensure that Neptune DB cluster has automated backups enabled with adequate retention
CKV_AWS_362	enable	Portable security requirement.	Neptune DB clusters should be configured to copy tags to snapshots
CKV_AWS_363	enable	Portable security requirement.	Ensure Lambda Runtime is not deprecated
CKV_AWS_364	enable	Portable security requirement.	Ensure that AWS Lambda function permissions delegated to AWS services are limited by SourceArn or SourceAccount
CKV_AWS_365	enable	Portable security requirement.	Ensure SES Configuration Set enforces TLS usage
CKV_AWS_366	enable	Portable security requirement.	Ensure AWS Cognito identity pool does not allow unauthenticated guest access
CKV_AWS_367	enable	Portable security requirement.	Ensure Amazon Sagemaker Data Quality Job uses KMS to encrypt model artifacts
CKV_AWS_368	enable	Portable security requirement.	Ensure Amazon Sagemaker Data Quality Job uses KMS to encrypt data on attached storage volume
CKV_AWS_369	enable	Portable security requirement.	Ensure Amazon Sagemaker Data Quality Job encrypts all communications between instances used for monitoring jobs
CKV_AWS_37	enable	Portable security requirement.	Ensure Amazon EKS control plane logging is enabled for all log types
CKV_AWS_370	enable	Portable security requirement.	Ensure Amazon SageMaker model uses network isolation
CKV_AWS_371	enable	Portable security requirement.	Ensure Amazon SageMaker Notebook Instance only allows for IMDSv2
CKV_AWS_372	enable	Portable security requirement.	Ensure Amazon SageMaker Flow Definition uses KMS for output configurations
CKV_AWS_373	exclude	Encryption does not require a particular key ownership model.	Ensure Bedrock Agent is encrypted with a CMK
CKV_AWS_374	enable	Portable security requirement.	Ensure AWS CloudFront web distribution has geo restriction enabled
CKV_AWS_375	enable	Portable security requirement.	Ensure AWS S3 bucket does not have global view ACL permissions enabled
CKV_AWS_376	enable	Portable security requirement.	Ensure AWS Elastic Load Balancer listener uses TLS/SSL
CKV_AWS_377	enable	Portable security requirement.	Ensure Route 53 domains have transfer lock protection
CKV_AWS_378	enable	Portable security requirement.	Ensure AWS Load Balancer doesn't use HTTP protocol
CKV_AWS_379	enable	Portable security requirement.	Ensure AWS S3 bucket is configured with secure data transport policy
CKV_AWS_38	enable	Portable security requirement.	Ensure Amazon EKS public endpoint not accessible to 0.0.0.0/0
CKV_AWS_380	enable	Portable security requirement.	Ensure AWS Transfer Server uses latest Security Policy
CKV_AWS_381	exclude	Encryption does not require a particular key ownership model.	Make sure that aws_codegurureviewer_repository_association has a CMK
CKV_AWS_382	enable	Portable security requirement.	Ensure no security groups allow egress from 0.0.0.0:0 to port -1
CKV_AWS_383	enable	Portable security requirement.	Ensure AWS Bedrock agent is associated with Bedrock guardrails
CKV_AWS_384	enable	Portable security requirement.	Ensure no hard-coded secrets exist in Parameter Store values
CKV_AWS_385	enable	Portable security requirement.	Ensure AWS SNS topic policies do not allow cross-account access
CKV_AWS_386	enable	Portable security requirement.	Reduce potential for WhoAMI cloud image name confusion attack
CKV_AWS_387	enable	Portable security requirement.	Ensure SQS policy does not allow public access through wildcards
CKV_AWS_388	enable	Portable security requirement.	Ensure AWS Aurora PostgreSQL is not exposed to local file read vulnerability
CKV_AWS_389	enable	Portable security requirement.	Ensure AWS Auto Scaling group launch configuration doesn't have public IP address assignment enabled
CKV_AWS_39	exclude	A secured and restricted public control-plane endpoint is valid.	Ensure Amazon EKS public endpoint disabled
CKV_AWS_390	enable	Portable security requirement.	Ensure AWS EMR block public access setting is enabled
CKV_AWS_391	enable	Portable security requirement.	Avoid AWS Redshift cluster with commonly used master username and public access setting enabled
CKV_AWS_392	enable	Portable security requirement.	Ensure AWS S3 access point block public access setting is enabled
CKV_AWS_393	enable	Portable security requirement.	Ensure AWS GitHub Actions OIDC authorization policies only allow safe claims and claim order on IAM role
CKV_AWS_40	enable	Portable security requirement.	Ensure IAM policies are attached only to groups or roles (Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.)
CKV_AWS_41	enable	Portable security requirement.	Ensure no hard coded AWS access key and secret key exists in provider
CKV_AWS_42	enable	Portable security requirement.	Ensure EFS is securely encrypted
CKV_AWS_43	enable	Portable security requirement.	Ensure Kinesis Stream is securely encrypted
CKV_AWS_44	enable	Portable security requirement.	Ensure Neptune storage is securely encrypted
CKV_AWS_45	enable	Portable security requirement.	Ensure no hard-coded secrets exist in lambda environment
CKV_AWS_46	enable	Portable security requirement.	Ensure no hard-coded secrets exist in EC2 user data
CKV_AWS_47	enable	Portable security requirement.	Ensure DAX is encrypted at rest (default is unencrypted)
CKV_AWS_48	enable	Portable security requirement.	Ensure MQ Broker logging is enabled
CKV_AWS_49	enable	Portable security requirement.	Ensure no IAM policies documents allow "*" as a statement's actions
CKV_AWS_5	enable	Portable security requirement.	Ensure all data stored in the Elasticsearch is securely encrypted at rest
CKV_AWS_50	enable	Portable security requirement.	X-Ray tracing is enabled for Lambda
CKV_AWS_51	enable	Portable security requirement.	Ensure ECR Image Tags are immutable
CKV_AWS_53	enable	Portable security requirement.	Ensure S3 bucket has block public ACLS enabled
CKV_AWS_54	enable	Portable security requirement.	Ensure S3 bucket has block public policy enabled
CKV_AWS_55	enable	Portable security requirement.	Ensure S3 bucket has ignore public ACLs enabled
CKV_AWS_56	enable	Portable security requirement.	Ensure S3 bucket has 'restrict_public_buckets' enabled
CKV_AWS_57	enable	Portable security requirement.	S3 Bucket has an ACL defined which allows public WRITE access.
CKV_AWS_58	enable	Portable security requirement.	Ensure EKS Cluster has Secrets Encryption Enabled
CKV_AWS_59	enable	Portable security requirement.	Ensure there is no open access to back-end resources through API
CKV_AWS_6	enable	Portable security requirement.	Ensure all Elasticsearch has node-to-node encryption enabled
CKV_AWS_60	enable	Portable security requirement.	Ensure IAM role allows only specific services or principals to assume it
CKV_AWS_61	enable	Portable security requirement.	Ensure AWS IAM policy does not allow assume role permission across all services
CKV_AWS_62	enable	Portable security requirement.	Ensure IAM policies that allow full "*-*" administrative privileges are not created
CKV_AWS_63	enable	Portable security requirement.	Ensure no IAM policies documents allow "*" as a statement's actions
CKV_AWS_64	enable	Portable security requirement.	Ensure all data stored in the Redshift cluster is securely encrypted at rest
CKV_AWS_65	enable	Portable security requirement.	Ensure container insights are enabled on ECS cluster
CKV_AWS_66	enable	Portable security requirement.	Ensure that CloudWatch Log Group specifies retention days
CKV_AWS_67	enable	Portable security requirement.	Ensure CloudTrail is enabled in all Regions
CKV_AWS_68	exclude	Provisioning a WAF is an architecture decision.	CloudFront Distribution should have WAF enabled
CKV_AWS_69	enable	Portable security requirement.	Ensure MQ Broker is not publicly exposed
CKV_AWS_7	enable	Portable security requirement.	Ensure rotation for customer created CMKs is enabled
CKV_AWS_70	enable	Portable security requirement.	Ensure S3 bucket does not allow an action with any Principal
CKV_AWS_71	enable	Portable security requirement.	Ensure Redshift Cluster logging is enabled
CKV_AWS_72	enable	Portable security requirement.	Ensure SQS policy does not allow ALL (*) actions.
CKV_AWS_73	enable	Portable security requirement.	Ensure API Gateway has X-Ray Tracing enabled
CKV_AWS_74	enable	Portable security requirement.	Ensure DocumentDB is encrypted at rest (default is unencrypted)
CKV_AWS_75	enable	Portable security requirement.	Ensure Global Accelerator accelerator has flow logs enabled
CKV_AWS_76	enable	Portable security requirement.	Ensure API Gateway has Access Logging enabled
CKV_AWS_77	enable	Portable security requirement.	Ensure Athena Database is encrypted at rest (default is unencrypted)
CKV_AWS_78	enable	Portable security requirement.	Ensure that CodeBuild Project encryption is not disabled
CKV_AWS_79	enable	Portable security requirement.	Ensure Instance Metadata Service Version 1 is not enabled
CKV_AWS_8	enable	Portable security requirement.	Ensure all data stored in the Launch configuration or instance Elastic Blocks Store is securely encrypted
CKV_AWS_80	enable	Portable security requirement.	Ensure MSK Cluster logging is enabled
CKV_AWS_81	enable	Portable security requirement.	Ensure MSK Cluster encryption in rest and transit is enabled
CKV_AWS_82	enable	Portable security requirement.	Ensure Athena Workgroup should enforce configuration to prevent client disabling encryption
CKV_AWS_83	enable	Portable security requirement.	Ensure Elasticsearch Domain enforces HTTPS
CKV_AWS_84	enable	Portable security requirement.	Ensure Elasticsearch Domain Logging is enabled
CKV_AWS_85	enable	Portable security requirement.	Ensure DocumentDB Logging is enabled
CKV_AWS_86	enable	Portable security requirement.	Ensure CloudFront distribution has Access Logging enabled
CKV_AWS_87	enable	Portable security requirement.	Redshift cluster should not be publicly accessible
CKV_AWS_88	exclude	Public compute is valid when access is governed.	EC2 instance should not have public IP.
CKV_AWS_89	enable	Portable security requirement.	DMS replication instance should not be publicly accessible
CKV_AWS_9	enable	Portable security requirement.	Ensure IAM password policy expires passwords within 90 days or less
CKV_AWS_90	enable	Portable security requirement.	Ensure DocumentDB TLS is not disabled
CKV_AWS_91	enable	Portable security requirement.	Ensure the ELBv2 (Application/Network) has access logging enabled
CKV_AWS_92	enable	Portable security requirement.	Ensure the ELB has access logging enabled
CKV_AWS_93	enable	Portable security requirement.	Ensure S3 bucket policy does not lockout all but root user. (Prevent lockouts needing root account fixes)
CKV_AWS_94	enable	Portable security requirement.	Ensure Glue Data Catalog Encryption is enabled
CKV_AWS_95	enable	Portable security requirement.	Ensure API Gateway V2 has Access Logging enabled
CKV_AWS_96	enable	Portable security requirement.	Ensure all data stored in Aurora is securely encrypted at rest
CKV_AWS_97	enable	Portable security requirement.	Ensure Encryption in transit is enabled for EFS volumes in ECS Task definitions
CKV_AWS_98	enable	Portable security requirement.	Ensure all data stored in the Sagemaker Endpoint is securely encrypted at rest
CKV_AWS_99	enable	Portable security requirement.	Ensure Glue Security Configuration Encryption is enabled
CKV_AZUREPIPELINES_1	enable	Portable security requirement.	Ensure container job uses a non latest version tag
CKV_AZUREPIPELINES_2	enable	Portable security requirement.	Ensure container job uses a version digest
CKV_AZUREPIPELINES_3	enable	Portable security requirement.	Ensure set variable is not marked as a secret
CKV_AZUREPIPELINES_5	enable	Portable security requirement.	Detecting image usages in azure pipelines workflows
CKV_AZURE_1	enable	Portable security requirement.	Ensure Azure Instance does not use basic authentication(Use SSH Key Instead)
CKV_AZURE_10	enable	Portable security requirement.	Ensure that SSH access is restricted from the internet
CKV_AZURE_100	exclude	Encryption does not require a particular key ownership model.	Ensure that Cosmos DB accounts have customer-managed keys to encrypt data at rest
CKV_AZURE_101	enable	Portable security requirement.	Ensure that Azure Cosmos DB disables public network access
CKV_AZURE_102	enable	Portable security requirement.	Ensure that PostgreSQL server enables geo-redundant backups
CKV_AZURE_103	enable	Portable security requirement.	Ensure that Azure Data Factory uses Git repository for source control
CKV_AZURE_104	enable	Portable security requirement.	Ensure that Azure Data factory public network access is disabled
CKV_AZURE_105	enable	Portable security requirement.	Ensure that Data Lake Store accounts enables encryption
CKV_AZURE_106	enable	Portable security requirement.	Ensure that Azure Event Grid Domain public network access is disabled
CKV_AZURE_107	enable	Portable security requirement.	Ensure that API management services use virtual networks
CKV_AZURE_108	enable	Portable security requirement.	Ensure that Azure IoT Hub disables public network access
CKV_AZURE_109	enable	Portable security requirement.	Ensure that key vault allows firewall rules settings
CKV_AZURE_11	enable	Portable security requirement.	Ensure no SQL Databases allow ingress from 0.0.0.0/0 (ANY IP)
CKV_AZURE_110	enable	Portable security requirement.	Ensure that key vault enables purge protection
CKV_AZURE_111	enable	Portable security requirement.	Ensure that key vault enables soft delete
CKV_AZURE_112	enable	Portable security requirement.	Ensure that key vault key is backed by HSM
CKV_AZURE_113	enable	Portable security requirement.	Ensure that SQL server disables public network access
CKV_AZURE_114	enable	Portable security requirement.	Ensure that key vault secrets have "content_type" set
CKV_AZURE_115	enable	Portable security requirement.	Ensure that AKS enables private clusters
CKV_AZURE_116	enable	Portable security requirement.	Ensure that AKS uses Azure Policies Add-on
CKV_AZURE_117	enable	Portable security requirement.	Ensure that AKS uses disk encryption set
CKV_AZURE_118	enable	Portable security requirement.	Ensure that Network Interfaces disable IP forwarding
CKV_AZURE_119	enable	Portable security requirement.	Ensure that Network Interfaces don't use public IPs
CKV_AZURE_12	enable	Portable security requirement.	Ensure that Network Security Group Flow Log retention period is 'greater than 90 days'
CKV_AZURE_120	enable	Portable security requirement.	Ensure that Application Gateway enables WAF
CKV_AZURE_121	enable	Portable security requirement.	Ensure that Azure Front Door enables WAF
CKV_AZURE_122	enable	Portable security requirement.	Ensure that Application Gateway uses WAF in "Detection" or "Prevention" modes
CKV_AZURE_123	enable	Portable security requirement.	Ensure that Azure Front Door uses WAF in "Detection" or "Prevention" modes
CKV_AZURE_124	enable	Portable security requirement.	Ensure that Azure Cognitive Search disables public network access
CKV_AZURE_125	enable	Portable security requirement.	Ensures that Service Fabric use three levels of protection available
CKV_AZURE_126	enable	Portable security requirement.	Ensures that Active Directory is used for authentication for Service Fabric
CKV_AZURE_127	enable	Portable security requirement.	Ensure that My SQL server enables Threat detection policy
CKV_AZURE_128	enable	Portable security requirement.	Ensure that PostgreSQL server enables Threat detection policy
CKV_AZURE_129	enable	Portable security requirement.	Ensure that MariaDB server enables geo-redundant backups
CKV_AZURE_13	enable	Portable security requirement.	Ensure App Service Authentication is set on Azure App Service
CKV_AZURE_130	enable	Portable security requirement.	Ensure that PostgreSQL server enables infrastructure encryption
CKV_AZURE_131	enable	Portable security requirement.	SecureString parameter should not have hardcoded default values
CKV_AZURE_132	enable	Portable security requirement.	Ensure cosmosdb does not allow privileged escalation by restricting management plane changes
CKV_AZURE_133	enable	Portable security requirement.	Ensure Front Door WAF prevents message lookup in Log4j2. See CVE-2021-44228 aka log4jshell
CKV_AZURE_134	enable	Portable security requirement.	Ensure that Cognitive Services accounts disable public network access
CKV_AZURE_135	enable	Portable security requirement.	Ensure Application Gateway WAF prevents message lookup in Log4j2. See CVE-2021-44228 aka log4jshell
CKV_AZURE_136	enable	Portable security requirement.	Ensure that PostgreSQL Flexible server enables geo-redundant backups
CKV_AZURE_137	enable	Portable security requirement.	Ensure ACR admin account is disabled
CKV_AZURE_138	enable	Portable security requirement.	Ensures that ACR disables anonymous pulling of images
CKV_AZURE_139	enable	Portable security requirement.	Ensure ACR set to disable public networking
CKV_AZURE_14	enable	Portable security requirement.	Ensure web app redirects all HTTP traffic to HTTPS in Azure App Service
CKV_AZURE_140	enable	Portable security requirement.	Ensure that Local Authentication is disabled on CosmosDB
CKV_AZURE_141	enable	Portable security requirement.	Ensure AKS local admin account is disabled
CKV_AZURE_142	enable	Portable security requirement.	Ensure Machine Learning Compute Cluster Local Authentication is disabled
CKV_AZURE_143	enable	Portable security requirement.	Ensure AKS cluster nodes do not have public IP addresses
CKV_AZURE_144	enable	Portable security requirement.	Ensure that Public Access is disabled for Machine Learning Workspace
CKV_AZURE_145	enable	Portable security requirement.	Ensure Function app is using the latest version of TLS encryption
CKV_AZURE_146	enable	Portable security requirement.	Ensure server parameter 'log_retention' is set to 'ON' for PostgreSQL Database Server
CKV_AZURE_147	enable	Portable security requirement.	Ensure PostgreSQL is using the latest version of TLS encryption
CKV_AZURE_148	enable	Portable security requirement.	Ensure Redis Cache is using the latest version of TLS encryption
CKV_AZURE_149	enable	Portable security requirement.	Ensure that Virtual machine does not enable password authentication
CKV_AZURE_15	enable	Portable security requirement.	Ensure web app is using the latest version of TLS encryption
CKV_AZURE_150	enable	Portable security requirement.	Ensure Machine Learning Compute Cluster Minimum Nodes Set To 0
CKV_AZURE_151	enable	Portable security requirement.	Ensure Windows VM enables encryption
CKV_AZURE_152	enable	Portable security requirement.	Ensure Client Certificates are enforced for API management
CKV_AZURE_153	enable	Portable security requirement.	Ensure web app redirects all HTTP traffic to HTTPS in Azure App Service Slot
CKV_AZURE_154	enable	Portable security requirement.	Ensure the App service slot is using the latest version of TLS encryption
CKV_AZURE_155	enable	Portable security requirement.	Ensure debugging is disabled for the App service slot
CKV_AZURE_156	enable	Portable security requirement.	Ensure default Auditing policy for a SQL Server is configured to capture and retain the activity logs
CKV_AZURE_157	enable	Portable security requirement.	Ensure that Synapse workspace has data_exfiltration_protection_enabled
CKV_AZURE_158	enable	Portable security requirement.	Ensure Databricks Workspace data plane to control plane communication happens over private link
CKV_AZURE_159	enable	Portable security requirement.	Ensure function app builtin logging is enabled
CKV_AZURE_16	enable	Portable security requirement.	Ensure that Register with Azure Active Directory is enabled on App Service
CKV_AZURE_160	enable	Portable security requirement.	Ensure that HTTP (port 80) access is restricted from the internet
CKV_AZURE_161	enable	Portable security requirement.	Ensures Spring Cloud API Portal is enabled on for HTTPS
CKV_AZURE_162	enable	Portable security requirement.	Ensures Spring Cloud API Portal Public Access Is Disabled
CKV_AZURE_163	enable	Portable security requirement.	Enable vulnerability scanning for container images.
CKV_AZURE_164	enable	Portable security requirement.	Ensures that ACR uses signed/trusted images
CKV_AZURE_165	enable	Portable security requirement.	Ensure geo-replicated container registries to match multi-region container deployments.
CKV_AZURE_166	enable	Portable security requirement.	Ensure container image quarantine, scan, and mark images verified
CKV_AZURE_167	enable	Portable security requirement.	Ensure a retention policy is set to cleanup untagged manifests.
CKV_AZURE_168	enable	Portable security requirement.	Ensure Azure Kubernetes Cluster (AKS) nodes should use a minimum number of 50 pods.
CKV_AZURE_169	enable	Portable security requirement.	Ensure Azure Kubernetes Cluster (AKS) nodes use scale sets
CKV_AZURE_17	enable	Portable security requirement.	Ensure the web app has 'Client Certificates (Incoming client certificates)' set
CKV_AZURE_170	enable	Portable security requirement.	Ensure that AKS use the Paid Sku for its SLA
CKV_AZURE_171	enable	Portable security requirement.	Ensure AKS cluster upgrade channel is chosen
CKV_AZURE_172	enable	Portable security requirement.	Ensure autorotation of Secrets Store CSI Driver secrets for AKS clusters
CKV_AZURE_173	enable	Portable security requirement.	Ensure API management uses at least TLS 1.2
CKV_AZURE_174	enable	Portable security requirement.	Ensure API management public access is disabled
CKV_AZURE_175	enable	Portable security requirement.	Ensure Web PubSub uses a SKU with an SLA
CKV_AZURE_176	enable	Portable security requirement.	Ensure Web PubSub uses managed identities to access Azure resources
CKV_AZURE_177	enable	Portable security requirement.	Ensure Windows VM enables automatic updates
CKV_AZURE_178	enable	Portable security requirement.	Ensure linux VM enables SSH with keys for secure communication
CKV_AZURE_179	enable	Portable security requirement.	Ensure VM agent is installed
CKV_AZURE_18	enable	Portable security requirement.	Ensure that 'HTTP Version' is the latest if used to run the web app
CKV_AZURE_180	enable	Portable security requirement.	Ensure that data explorer uses Sku with an SLA
CKV_AZURE_181	enable	Portable security requirement.	Ensure that data explorer/Kusto uses managed identities to access Azure resources securely.
CKV_AZURE_182	enable	Portable security requirement.	Ensure that VNET has at least 2 connected DNS Endpoints
CKV_AZURE_183	enable	Portable security requirement.	Ensure that VNET uses local DNS addresses
CKV_AZURE_184	enable	Portable security requirement.	Ensure 'local_auth_enabled' is set to 'False'
CKV_AZURE_185	enable	Portable security requirement.	Ensure 'Public Access' is not Enabled for App configuration
CKV_AZURE_186	enable	Portable security requirement.	Ensure App configuration encryption block is set.
CKV_AZURE_187	enable	Portable security requirement.	Ensure App configuration purge protection is enabled
CKV_AZURE_188	enable	Portable security requirement.	Ensure App configuration Sku is standard
CKV_AZURE_189	enable	Portable security requirement.	Ensure that Azure Key Vault disables public network access
CKV_AZURE_19	enable	Portable security requirement.	Ensure that standard pricing tier is selected
CKV_AZURE_190	enable	Portable security requirement.	Ensure that Storage blobs restrict public access
CKV_AZURE_191	enable	Portable security requirement.	Ensure that Managed identity provider is enabled for Azure Event Grid Topic
CKV_AZURE_192	enable	Portable security requirement.	Ensure that Azure Event Grid Topic local Authentication is disabled
CKV_AZURE_193	enable	Portable security requirement.	Ensure public network access is disabled for Azure Event Grid Topic
CKV_AZURE_194	enable	Portable security requirement.	Ensure that Managed identity provider is enabled for Azure Event Grid Domain
CKV_AZURE_195	enable	Portable security requirement.	Ensure that Azure Event Grid Domain local Authentication is disabled
CKV_AZURE_196	enable	Portable security requirement.	Ensure that SignalR uses a Paid Sku for its SLA
CKV_AZURE_197	enable	Portable security requirement.	Ensure the Azure CDN disables the HTTP endpoint
CKV_AZURE_198	enable	Portable security requirement.	Ensure the Azure CDN enables the HTTPS endpoint
CKV_AZURE_199	enable	Portable security requirement.	Ensure that Azure Service Bus uses double encryption
CKV_AZURE_2	enable	Portable security requirement.	Ensure Azure managed disk has encryption enabled
CKV_AZURE_20	enable	Portable security requirement.	Ensure that security contact 'Phone number' is set
CKV_AZURE_200	enable	Portable security requirement.	Ensure the Azure CDN endpoint is using the latest version of TLS encryption
CKV_AZURE_201	exclude	Encryption does not require a particular key ownership model.	Ensure that Azure Service Bus uses a customer-managed key to encrypt data
CKV_AZURE_202	enable	Portable security requirement.	Ensure that Managed identity provider is enabled for Azure Service Bus
CKV_AZURE_203	enable	Portable security requirement.	Ensure Azure Service Bus Local Authentication is disabled
CKV_AZURE_204	enable	Portable security requirement.	Ensure 'public network access enabled' is set to 'False' for Azure Service Bus
CKV_AZURE_205	enable	Portable security requirement.	Ensure Azure Service Bus is using the latest version of TLS encryption
CKV_AZURE_206	exclude	Availability and replication depend on the deployment.	Ensure that Storage Accounts use replication
CKV_AZURE_207	enable	Portable security requirement.	Ensure Azure Cognitive Search service uses managed identities to access Azure resources
CKV_AZURE_208	enable	Portable security requirement.	Ensure that Azure Cognitive Search maintains SLA for index updates
CKV_AZURE_209	enable	Portable security requirement.	Ensure that Azure Cognitive Search maintains SLA for search index queries
CKV_AZURE_21	enable	Portable security requirement.	Ensure that 'Send email notification for high severity alerts' is set to 'On'
CKV_AZURE_210	enable	Portable security requirement.	Ensure Azure Cognitive Search service allowed IPS does not give public Access
CKV_AZURE_211	enable	Portable security requirement.	Ensure App Service plan suitable for production use
CKV_AZURE_212	enable	Portable security requirement.	Ensure App Service has a minimum number of instances for failover
CKV_AZURE_213	enable	Portable security requirement.	Ensure that App Service configures health check
CKV_AZURE_214	enable	Portable security requirement.	Ensure App Service is set to be always on
CKV_AZURE_215	enable	Portable security requirement.	Ensure API management backend uses https
CKV_AZURE_216	enable	Portable security requirement.	Ensure DenyIntelMode is set to Deny for Azure Firewalls
CKV_AZURE_217	enable	Portable security requirement.	Ensure Azure Application gateways listener that allow connection requests over HTTP
CKV_AZURE_218	enable	Portable security requirement.	Ensure Application Gateway defines secure protocols for in transit communication
CKV_AZURE_219	enable	Portable security requirement.	Ensure Firewall defines a firewall policy
CKV_AZURE_22	enable	Portable security requirement.	Ensure that 'Send email notification for high severity alerts' is set to 'On'
CKV_AZURE_220	enable	Portable security requirement.	Ensure Firewall policy has IDPS mode as deny
CKV_AZURE_221	exclude	A function may intentionally expose a public application endpoint.	Ensure that Azure Function App public network access is disabled
CKV_AZURE_222	exclude	A web application may intentionally have a public endpoint.	Ensure that Azure Web App public network access is disabled
CKV_AZURE_223	enable	Portable security requirement.	Ensure Event Hub Namespace uses at least TLS 1.2
CKV_AZURE_224	enable	Portable security requirement.	Ensure that the Ledger feature is enabled on database that requires cryptographic proof and nonrepudiation of data integrity
CKV_AZURE_225	enable	Portable security requirement.	Ensure the App Service Plan is zone redundant
CKV_AZURE_226	enable	Portable security requirement.	Ensure ephemeral disks are used for OS disks
CKV_AZURE_227	enable	Portable security requirement.	Ensure that the AKS cluster encrypt temp disks, caches, and data flows between Compute and Storage resources
CKV_AZURE_228	enable	Portable security requirement.	Ensure the Azure Event Hub Namespace is zone redundant
CKV_AZURE_229	enable	Portable security requirement.	Ensure the Azure SQL Database Namespace is zone redundant
CKV_AZURE_23	enable	Portable security requirement.	Ensure that 'Auditing' is set to 'On' for SQL servers
CKV_AZURE_230	exclude	Availability and replication depend on the deployment.	Standard Replication should be enabled
CKV_AZURE_231	enable	Portable security requirement.	Ensure App Service Environment is zone redundant
CKV_AZURE_232	enable	Portable security requirement.	Ensure that only critical system pods run on system nodes
CKV_AZURE_233	enable	Portable security requirement.	Ensure Azure Container Registry (ACR) is zone redundant
CKV_AZURE_234	enable	Portable security requirement.	Ensure that Azure Defender for cloud is set to On for Resource Manager
CKV_AZURE_235	enable	Portable security requirement.	Ensure that Azure container environment variables are configured with secure values only
CKV_AZURE_236	enable	Portable security requirement.	Ensure that Cognitive Services accounts disable local authentication
CKV_AZURE_237	enable	Portable security requirement.	Ensure dedicated data endpoints are enabled.
CKV_AZURE_238	enable	Portable security requirement.	Ensure that all Azure Cognitive Services accounts are configured with a managed identity
CKV_AZURE_239	enable	Portable security requirement.	Ensure Azure Synapse Workspace administrator login password is not exposed
CKV_AZURE_24	enable	Portable security requirement.	Ensure that 'Auditing' Retention is 'greater than 90 days' for SQL servers
CKV_AZURE_240	exclude	Encryption does not require a particular key ownership model.	Ensure Azure Synapse Workspace is encrypted with a CMK
CKV_AZURE_241	enable	Portable security requirement.	Ensure Synapse SQL pools are encrypted
CKV_AZURE_242	enable	Portable security requirement.	Ensure isolated compute is enabled for Synapse Spark pools
CKV_AZURE_243	enable	Portable security requirement.	Ensure Azure Machine learning workspace is configured with private endpoint
CKV_AZURE_244	enable	Portable security requirement.	Avoid the use of local users for Azure Storage unless necessary
CKV_AZURE_245	enable	Portable security requirement.	Ensure that Azure Container group is deployed into virtual network
CKV_AZURE_246	enable	Portable security requirement.	Ensure Azure AKS cluster HTTP application routing is disabled
CKV_AZURE_247	enable	Portable security requirement.	Ensure that Azure Cognitive Services account hosted with OpenAI is configured with data loss prevention
CKV_AZURE_248	enable	Portable security requirement.	Ensure that if Azure Batch account public network access in case 'enabled' then its account access must be 'deny'
CKV_AZURE_249	enable	Portable security requirement.	Ensure Azure GitHub Actions OIDC trust policy is configured securely
CKV_AZURE_25	enable	Portable security requirement.	Ensure that 'Threat Detection types' is set to 'All'
CKV_AZURE_250	enable	Portable security requirement.	Ensure Storage Sync Service is not configured with overly permissive network access
CKV_AZURE_251	enable	Portable security requirement.	Ensure Azure Virtual Machine disks are configured without public network access
CKV_AZURE_26	enable	Portable security requirement.	Ensure that 'Send Alerts To' is enabled for MSSQL servers
